test model relativeRisk haplotypeLength recFrac Training_mTDT_minFreq10.00000_01 Training_mTDT_minFreq10.00000_05 Training_mTDT_minFreq10.00000_001 Training_mTDT_minFreq10.00000_005 Training_ScoreTDT_01 Training_ScoreTDT_05 Training_ScoreTDT_001 Training_ScoreTDT_005 Training_ScoreTDT_minFreq10.00000_01 Training_ScoreTDT_minFreq10.00000_05 Training_ScoreTDT_minFreq10.00000_001 Training_ScoreTDT_minFreq10.00000_005 Training_mTDT1T_01 Training_mTDT1T_05 Training_mTDT1T_001 Training_mTDT1T_005 Training_mTDT1T_minFreq10.00000_01 Training_mTDT1T_minFreq10.00000_05 Training_mTDT1T_minFreq10.00000_001 Training_mTDT1T_minFreq10.00000_005 Training_mTDTP_01 Training_mTDTP_05 Training_mTDTP_001 Training_mTDTP_005 Training_mTDT1_01 Training_mTDT1_05 Training_mTDT1_001 Training_mTDT1_005 Training_mTDT1_minFreq10.00000_01 Training_mTDT1_minFreq10.00000_05 Training_mTDT1_minFreq10.00000_001 Training_mTDT1_minFreq10.00000_005 Training_mTDTYateAlpha_0.50000_01 Training_mTDTYateAlpha_0.50000_05 Training_mTDTYateAlpha_0.50000_001 Training_mTDTYateAlpha_0.50000_005 
PowerTwoLoci DomAndDom 2.4 1 0.0001000 0.07 0.11 0.03 0.04 0.07 0.11 0.03 0.04 0.07 0.11 0.03 0.04 0.07 0.11 0.03 0.04 0.07 0.11 0.03 0.04 0.07 0.11 0.03 0.04 0.07 0.11 0.03 0.04 0.07 0.11 0.03 0.04 0.07 0.11 0.02 0.04
PowerTwoLoci DomAndDom 2.4 1 0.0001500 0.07 0.19 0.02 0.07 0.07 0.19 0.02 0.07 0.07 0.19 0.02 0.07 0.07 0.19 0.02 0.07 0.07 0.19 0.02 0.07 0.07 0.19 0.02 0.07 0.07 0.19 0.02 0.07 0.07 0.19 0.02 0.07 0.07 0.18 0.02 0.07
PowerTwoLoci DomAndDom 2.4 1 0.0002000 0.09 0.21 0.06 0.06 0.09 0.21 0.06 0.06 0.09 0.21 0.06 0.06 0.09 0.21 0.06 0.06 0.09 0.21 0.06 0.06 0.09 0.21 0.06 0.06 0.09 0.21 0.06 0.06 0.09 0.21 0.06 0.06 0.09 0.21 0.06 0.06
PowerTwoLoci DomAndDom 2.6 1 0.0000000 0.33 0.44 0.26 0.32 0.33 0.44 0.26 0.32 0.33 0.44 0.26 0.32 0.33 0.44 0.26 0.32 0.33 0.44 0.26 0.32 0.33 0.44 0.26 0.32 0.33 0.44 0.26 0.32 0.33 0.44 0.26 0.32 0.33 0.42 0.26 0.32
PowerTwoLoci DomAndDom 2.6 1 0.0000500 0.27 0.34 0.18 0.23 0.27 0.34 0.18 0.23 0.27 0.34 0.18 0.23 0.27 0.34 0.18 0.23 0.27 0.34 0.18 0.23 0.27 0.34 0.18 0.23 0.27 0.34 0.18 0.23 0.27 0.34 0.18 0.23 0.27 0.34 0.18 0.23
PowerTwoLoci DomAndDom 2.6 1 0.0001000 0.06 0.11 0.03 0.04 0.06 0.11 0.03 0.04 0.06 0.11 0.03 0.04 0.06 0.11 0.03 0.04 0.06 0.11 0.03 0.04 0.06 0.11 0.03 0.04 0.06 0.11 0.03 0.04 0.06 0.11 0.03 0.04 0.06 0.11 0.03 0.04
PowerTwoLoci DomAndDom 2.6 1 0.0001500 0.07 0.18 0.03 0.07 0.07 0.18 0.03 0.07 0.07 0.18 0.03 0.07 0.07 0.18 0.03 0.07 0.07 0.18 0.03 0.07 0.07 0.18 0.03 0.07 0.07 0.18 0.03 0.07 0.07 0.18 0.03 0.07 0.07 0.17 0.03 0.07
PowerTwoLoci DomAndDom 2.6 1 0.0002000 0.09 0.22 0.06 0.07 0.09 0.22 0.06 0.07 0.09 0.22 0.06 0.07 0.09 0.22 0.06 0.07 0.09 0.22 0.06 0.07 0.09 0.22 0.06 0.07 0.09 0.22 0.06 0.07 0.09 0.22 0.06 0.07 0.09 0.22 0.06 0.06
PowerTwoLoci RecOrRec 1.2 1 0.0000000 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22
PowerTwoLoci RecOrRec 1.2 1 0.0000500 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.09 0.16 0.06 0.09
PowerTwoLoci RecOrRec 1.2 1 0.0001000 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.04 0.07 0.01 0.02
PowerTwoLoci RecOrRec 1.2 1 0.0001500 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04
PowerTwoLoci RecOrRec 1.2 1 0.0002000 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07
PowerTwoLoci RecOrRec 1.6 1 0.0000000 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.36 0.19 0.24
PowerTwoLoci RecOrRec 1.6 1 0.0000500 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1
PowerTwoLoci RecOrRec 1.6 1 0.0001000 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0 0.02
PowerTwoLoci RecOrRec 1.6 1 0.0001500 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.11 0.01 0.02
PowerTwoLoci RecOrRec 1.6 1 0.0002000 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.17 0.05 0.06
PowerTwoLoci RecOrRec 2.0 1 0.0000000 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.28 0.37 0.21 0.27
PowerTwoLoci RecOrRec 2.0 1 0.0000500 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.14 0.26 0.09 0.14
PowerTwoLoci RecOrRec 2.0 1 0.0001000 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.07 0.01 0.04
PowerTwoLoci RecOrRec 2.0 1 0.0001500 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.14 0.01 0.05
PowerTwoLoci RecOrRec 2.0 1 0.0002000 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06
PowerTwoLoci RecOrRec 2.4 1 0.0000000 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.28
PowerTwoLoci RecOrRec 2.4 1 0.0000500 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18
PowerTwoLoci RecOrRec 2.4 1 0.0001000 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.05 0.09 0.02 0.03
PowerTwoLoci RecOrRec 2.4 1 0.0001500 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.05 0.13 0 0.04
PowerTwoLoci RecOrRec 2.4 1 0.0002000 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07
PowerTwoLoci RecOrRec 2.6 1 0.0000000 0.31 0.42 0.23 0.28 0.31 0.42 0.23 0.28 0.31 0.42 0.23 0.28 0.31 0.42 0.23 0.28 0.31 0.42 0.23 0.28 0.31 0.42 0.23 0.28 0.31 0.42 0.23 0.28 0.31 0.42 0.23 0.28 0.31 0.4 0.23 0.28
PowerTwoLoci RecOrRec 2.6 1 0.0000500 0.21 0.32 0.11 0.18 0.21 0.32 0.11 0.18 0.21 0.32 0.11 0.18 0.21 0.32 0.11 0.18 0.21 0.32 0.11 0.18 0.21 0.32 0.11 0.18 0.21 0.32 0.11 0.18 0.21 0.32 0.11 0.18 0.21 0.31 0.11 0.17
PowerTwoLoci RecOrRec 2.6 1 0.0001000 0.05 0.1 0.02 0.03 0.05 0.1 0.02 0.03 0.05 0.1 0.02 0.03 0.05 0.1 0.02 0.03 0.05 0.1 0.02 0.03 0.05 0.1 0.02 0.03 0.05 0.1 0.02 0.03 0.05 0.1 0.02 0.03 0.05 0.1 0.02 0.03
PowerTwoLoci RecOrRec 2.6 1 0.0001500 0.06 0.17 0.01 0.04 0.06 0.17 0.01 0.04 0.06 0.17 0.01 0.04 0.06 0.17 0.01 0.04 0.06 0.17 0.01 0.04 0.06 0.17 0.01 0.04 0.06 0.17 0.01 0.04 0.06 0.17 0.01 0.04 0.06 0.17 0.01 0.04
PowerTwoLoci RecOrRec 2.6 1 0.0002000 0.09 0.18 0.06 0.07 0.09 0.18 0.06 0.07 0.09 0.18 0.06 0.07 0.09 0.18 0.06 0.07 0.09 0.18 0.06 0.07 0.09 0.18 0.06 0.07 0.09 0.18 0.06 0.07 0.09 0.18 0.06 0.07 0.09 0.18 0.06 0.07
PowerTwoLoci Threshold 1.2 1 0.0000000 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22
PowerTwoLoci Threshold 1.2 1 0.0000500 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.09 0.16 0.06 0.09
PowerTwoLoci Threshold 1.2 1 0.0001000 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.04 0.07 0.01 0.02
PowerTwoLoci Threshold 1.2 1 0.0001500 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04
PowerTwoLoci Threshold 1.2 1 0.0002000 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07
PowerTwoLoci Threshold 1.6 1 0.0000000 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.36 0.19 0.24
PowerTwoLoci Threshold 1.6 1 0.0000500 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1
PowerTwoLoci Threshold 1.6 1 0.0001000 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0 0.02
PowerTwoLoci Threshold 1.6 1 0.0001500 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.11 0.01 0.02
PowerTwoLoci Threshold 1.6 1 0.0002000 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.17 0.05 0.06
PowerTwoLoci Threshold 2.0 1 0.0000000 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.28 0.37 0.21 0.27
PowerTwoLoci Threshold 2.0 1 0.0000500 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.14 0.26 0.09 0.14
PowerTwoLoci Threshold 2.0 1 0.0001000 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.07 0.01 0.04
PowerTwoLoci Threshold 2.0 1 0.0001500 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.14 0.01 0.05
PowerTwoLoci Threshold 2.0 1 0.0002000 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06
PowerTwoLoci Threshold 2.4 1 0.0000000 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.28
PowerTwoLoci Threshold 2.4 1 0.0000500 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18
PowerTwoLoci Threshold 2.4 1 0.0001000 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.05 0.09 0.02 0.03
PowerTwoLoci Threshold 2.4 1 0.0001500 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.05 0.13 0 0.04
PowerTwoLoci Threshold 2.4 1 0.0002000 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07
PowerTwoLoci Threshold 2.6 1 0.0000000 0.31 0.42 0.23 0.28 0.31 0.42 0.23 0.28 0.31 0.42 0.23 0.28 0.31 0.42 0.23 0.28 0.31 0.42 0.23 0.28 0.31 0.42 0.23 0.28 0.31 0.42 0.23 0.28 0.31 0.42 0.23 0.28 0.31 0.4 0.23 0.28
PowerTwoLoci Threshold 2.6 1 0.0000500 0.21 0.32 0.11 0.18 0.21 0.32 0.11 0.18 0.21 0.32 0.11 0.18 0.21 0.32 0.11 0.18 0.21 0.32 0.11 0.18 0.21 0.32 0.11 0.18 0.21 0.32 0.11 0.18 0.21 0.32 0.11 0.18 0.21 0.31 0.11 0.17
PowerTwoLoci Threshold 2.6 1 0.0001000 0.05 0.1 0.02 0.03 0.05 0.1 0.02 0.03 0.05 0.1 0.02 0.03 0.05 0.1 0.02 0.03 0.05 0.1 0.02 0.03 0.05 0.1 0.02 0.03 0.05 0.1 0.02 0.03 0.05 0.1 0.02 0.03 0.05 0.1 0.02 0.03
PowerTwoLoci Threshold 2.6 1 0.0001500 0.06 0.17 0.01 0.04 0.06 0.17 0.01 0.04 0.06 0.17 0.01 0.04 0.06 0.17 0.01 0.04 0.06 0.17 0.01 0.04 0.06 0.17 0.01 0.04 0.06 0.17 0.01 0.04 0.06 0.17 0.01 0.04 0.06 0.17 0.01 0.04
PowerTwoLoci Threshold 2.6 1 0.0002000 0.09 0.18 0.06 0.07 0.09 0.18 0.06 0.07 0.09 0.18 0.06 0.07 0.09 0.18 0.06 0.07 0.09 0.18 0.06 0.07 0.09 0.18 0.06 0.07 0.09 0.18 0.06 0.07 0.09 0.18 0.06 0.07 0.09 0.18 0.06 0.07
PowerTwoLoci Modified 1.2 1 0.0000000 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22 0.25 0.31 0.18 0.22
PowerTwoLoci Modified 1.2 1 0.0000500 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.1 0.17 0.06 0.09 0.09 0.16 0.06 0.09
PowerTwoLoci Modified 1.2 1 0.0001000 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.05 0.09 0.01 0.02 0.04 0.07 0.01 0.02
PowerTwoLoci Modified 1.2 1 0.0001500 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04
PowerTwoLoci Modified 1.2 1 0.0002000 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07 0.07 0.16 0.05 0.07
PowerTwoLoci Modified 1.6 1 0.0000000 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.37 0.19 0.24 0.25 0.36 0.19 0.24
PowerTwoLoci Modified 1.6 1 0.0000500 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1 0.1 0.2 0.07 0.1
PowerTwoLoci Modified 1.6 1 0.0001000 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0.01 0.02 0.05 0.08 0 0.02
PowerTwoLoci Modified 1.6 1 0.0001500 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.12 0.01 0.02 0.04 0.11 0.01 0.02
PowerTwoLoci Modified 1.6 1 0.0002000 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.18 0.05 0.06 0.06 0.17 0.05 0.06
PowerTwoLoci Modified 2.0 1 0.0000000 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.29 0.37 0.21 0.27 0.28 0.37 0.21 0.27
PowerTwoLoci Modified 2.0 1 0.0000500 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.15 0.26 0.09 0.14 0.14 0.26 0.09 0.14
PowerTwoLoci Modified 2.0 1 0.0001000 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.08 0.01 0.04 0.05 0.07 0.01 0.04
PowerTwoLoci Modified 2.0 1 0.0001500 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.15 0.01 0.05 0.05 0.14 0.01 0.05
PowerTwoLoci Modified 2.0 1 0.0002000 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06 0.07 0.15 0.04 0.06
PowerTwoLoci Modified 2.4 1 0.0000000 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.3 0.32 0.44 0.22 0.28
PowerTwoLoci Modified 2.4 1 0.0000500 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18 0.2 0.3 0.1 0.18
PowerTwoLoci Modified 2.4 1 0.0001000 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.06 0.09 0.02 0.03 0.05 0.09 0.02 0.03
PowerTwoLoci Modified 2.4 1 0.0001500 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.06 0.15 0 0.04 0.05 0.13 0 0.04
PowerTwoLoci Modified 2.4 1 0.0002000 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07 0.09 0.17 0.04 0.07
